nr,lokalita,otazka,datum,opravnene_osoby,ucast,platnost_referenda,pro,proti,zavaznost,platnost_hlasovani,platnost_fin,platnost_T,referendum_validity,referendum_binding,voting_valid,binding_minimum_count,rok_fin,rok_T,obec_fin,okres_fin,kraj_fin,geo_city,lok_T
272.0,"Jaroměřice nad Rokytnou           (Třebíč, VYS)",Souhlasíte s vybudováním hlubinného úložiště vyhořelého paliva z jaderných elektráren na území našeho města?,16. 6. 2018   9:00 - 18:00,3349,0.4458,ANO,"31    (2,01%)","1437  (96,25%)     ",ANO        (838),,ANO,True,True,True,True,838,2018,True,Jaroměřice nad Rokytnou,Třebíč,Kraj Vysočina,"Jaroměřice nad Rokytnou, Třebíč, Kraj Vysočina, Česká republika",True
273.0,"městská část Brno - Nový Lískovec           (Brno, JMK)","Souhlasíte, aby v Brně - Novém Lískovci v rámci lokality KV-II vznikly prostory k bydlení pro více jak 200 obyvatel?",5. - 6. 10. 2018,8193,0.325,NE,"433 (16,26%)","2212 (83,06%)",NE              (2049),,NE,True,False,False,True,2049,2018,True,městská část Brno - Nový Lískovec,Brno,Jihomoravský kraj,"městská část Brno - Nový Lískovec, Brno, Jihomoravský kraj, Česká republika",True
274.0,"Hronov                   (Náchod, HKK)",1. Souhlasíte s výstavbou nového městského úřadu v budově přístavby Jiráskova divadla?,5. - 6. 10. 2018,5032,0.445,ANO,"484 (21,62%)","1682 (75,12%)",ANO               (1258),,ANO,True,True,True,True,1258,2018,True,Hronov,Náchod,Královéhradecký kraj,"Hronov, Náchod, Královéhradecký kraj, Česká republika",True
274.0,"Hronov                   (Náchod, HKK)","2. Souhlasíte s prodejem domu U Zeleného stromu, č. p. 4, náměstí Československé armády v Hronově?",5. - 6. 10. 2018,5032,0.445,ANO,"261 (11,66%)","1903 (84,99%)",ANO               (1258),hlasování neplatné,NE,True,True,True,False,1258,2018,True,Hronov,Náchod,Královéhradecký kraj,"Hronov, Náchod, Královéhradecký kraj, Česká republika",True
274.0,"Hronov                   (Náchod, HKK)","3. Souhlasíte s prodejem objektu radnice, č. p. 5, náměstí Československé armády v Hronově?",5. - 6. 10. 2018,5032,0.445,ANO,"207 (9,25%)","1965 (87,76%)",ANO               (1258),hlasování neplatné,NE,True,True,True,False,1258,2018,True,Hronov,Náchod,Královéhradecký kraj,"Hronov, Náchod, Královéhradecký kraj, Česká republika",True
275.0,"Trubín            (Beroun, STK)","Souhlasíte, aby se obec Trubín připojila k městu Králův Dvůr?",5. - 6. 10. 2018,350,0.74,ANO,"74 (28,57%)","182 (70,27%)",ANO            (88),,ANO,True,True,True,True,88,2018,True,Trubín,Beroun,Střední čechy,"Trubín, Beroun, Střední čechy, Česká republika",True
277.0,"Velký Beranov    (Jihlava, VYS)","Požadujete, aby orgány obce Velký Beranov učinily v samostatné působnosti veškeré možné kroky (včetně schvalování územního plánu a jeho změn) k tomu, aby zabránily výstavbě průmyslových objektů na pozemcích parc. Č. 1373/1, 1385/1, 1386/1, 1389/12, 1405, 1406/1, 1406/2, 1407/1 v katastrálním území Velký Beranovi, obec Velký Beranov?",5. - 6. 10. 2018,1044,0.6427,ANO,"417 (62,15%)","250 (37,26%)",ANO             (261),,ANO,True,True,True,True,261,2018,True,Velký Beranov,Jihlava,Kraj Vysočina,"Velký Beranov, Jihlava, Kraj Vysočina, Česká republika",True
278.0,"Nové město nad Metují            (Náchod, HKK) ","Jste proti vedení tranzitní a nákladní dopravy v navrženém dopravním koridoru Vladivostok - okolo nádraží ČD - pod Malecím - nad Vrchoviny a požadujete, aby orgány města žádaly u příslušných organizací ukončení prací na realizaci stavby přeložky 1/14 a v souladu se zákonnými postupy prosazovaly v městských, krajských i celostátních dokumentech územního plánování podmínky pro vytvoření jižního obchvatu Nového města nad Metují v trase Spy - Vladivostok - Osma - Nahořany?",5. - 6. 10. 2018,7827,0.4412,ANO,"2116 (61,28%)","1209 (35,01%)",ANO          (1957),,ANO,True,True,True,True,1957,2018,True,Nové město nad Metují,Náchod,Královéhradecký kraj,"Nové město nad Metují, Náchod, Královéhradecký kraj, Česká republika",True
279.0,"Temelín             (České Budějovice, JHČ)",Souhlasíte s výstavbou Víceúčelové sportovní haly (zimní stadion) v obci Temelín?,5. - 6. 10. 2018,700,0.57,ANO,"158 (39,6%)","233 (58,4%)",ANO              (175),,ANO,True,True,True,True,175,2018,True,Temelín,České Budějovice,Jihočeský kraj,"Temelín, České Budějovice, Jihočeský kraj, Česká republika",True
280.0,"Liberec                   (Liberec, LBK)","Souhlasíte s tím, aby město upravilo tarif hromadné dopravy tak, aby děti ve věku do 15 let a senioři nad 65 let měli MHD nejpozději od 1. 1. 2019 zdarma?",5. - 6. 10. 2018,80008,0.1485,NE,"7381 (62,12%)","4062 (34,19%)",NE               (20002),,NE,True,False,False,True,20002,2018,True,Liberec,Liberec,Liberecký kraj,"Liberec, Liberec, Liberecký kraj, Česká republika",True
280.0,"Liberec                   (Liberec, LBK)","Souhlasíte s tím, aby město Liberec učinilo veškeré možné kroky ve své samostatné působnosti k regulaci hazardu tak, aby v Liberci bylo do konce roku 2019 max. 7 míst s tzv. živou hrou?",5. - 6. 10. 2018,80008,0.1485,NE,"10167 (85,57%)","1315 (11,07%)",NE               (20002),hlasování neplatné,NE,True,False,False,False,20002,2018,True,Liberec,Liberec,Liberecký kraj,"Liberec, Liberec, Liberecký kraj, Česká republika",True
280.0,"Liberec                   (Liberec, LBK)","Souhlasíte s tím, aby město do konce roku 2018 koupilo liberecký zámek a přilehlý zámecký park za cenu max. 96,5 mil. Kč?",5. - 6. 10. 2018,80008,0.1485,NE,"6818 (57,39%)","4157 (34,99%)",NE               (20002),hlasování neplatné,NE,True,False,False,False,20002,2018,True,Liberec,Liberec,Liberecký kraj,"Liberec, Liberec, Liberecký kraj, Česká republika",True
280.0,"Liberec                   (Liberec, LBK)","Souhlasíte s tím, aby město obnovilo bývalý lesní amfiteátr v Lidových sadech?",5. - 6. 10. 2018,80008,0.1485,NE,"8787 (73,96%)","2563 (21,57%)",NE               (20002),hlasování neplatné,NE,True,False,False,False,20002,2018,True,Liberec,Liberec,Liberecký kraj,"Liberec, Liberec, Liberecký kraj, Česká republika",True
280.0,"Liberec                   (Liberec, LBK)","Souhlasíte s tím, aby město vykoupilo od Povodí Labe hráz u Veseckého rybníku, tzv. Tajchu, a připravilo projekt citlivé revitalizace jeho okolí?",5. - 6. 10. 2018,80008,0.1485,NE,"7818 (65,80%)","3207 (26,99%)",NE               (20002),hlasování neplatné,NE,True,False,False,False,20002,2018,True,Liberec,Liberec,Liberecký kraj,"Liberec, Liberec, Liberecký kraj, Česká republika",True
281.0,"Horní Počaply     (Mělník, STK)","Souhlasíte s výstavbou zařízení pro energetické využití odpadů ZEVO na území obce
Horní Počaply?",5. - 6. 10. 2018,963,0.4922,ANO,"19      (4,01%)","448 (94,51%)",ANO           (241),,ANO,True,True,True,True,241,2018,True,Horní Počaply,Mělník,Střední čechy,"Horní Počaply, Mělník, Střední čechy, Česká republika",True
282.0,"Poděbrady (Nymburk, STK)","Souhlasíte s tím, aby Zastupitelstvo města Poděbrady v rámci samostatné působnosti podniklo veškeré kroky potřebné k zahájení výstavby areálu krytého plaveckého bazénu o délce 25 m se šesti plaveckými drahami v městě Poděbrady?",5. - 6. 10. 2018,11108,0.215,NE,"1423 (59,59%)","803 (33,63%)",NE           (2777),,NE,True,False,False,True,2777,2018,True,Poděbrady,Nymburk,Střední čechy,"Poděbrady, Nymburk, Střední čechy, Česká republika",True
282.0,"Poděbrady (Nymburk, STK)","Souhlasíte s tím, aby Zastupitelstvo města Poděbrady v rámci samostatné působnosti podniklo veškeré kroky potřebné k tomu, aby výstavba areálu krytého plaveckého bazénu byla zahájena nejpozději do dvou let od dne vyhlášení výsledků místního referenda a ukončena nejpozději do 5 let ode dne vyhlášení výsledků referenda?",5. - 6. 10. 2018,11108,0.215,NE,"1291 (54,06%)","836 (35,00%)",NE           (2777),hlasování neplatné,NE,True,False,False,False,2777,2018,True,Poděbrady,Nymburk,Střední čechy,"Poděbrady, Nymburk, Střední čechy, Česká republika",True
282.0,"Poděbrady (Nymburk, STK)","Souhlasíte s tím, aby Zastupitelstvo města Poděbrady v rámci samostatné působnosti podniklo veškeré kroky k tomu, aby součástí areálu krytého plaveckého bazénu byl také malý aquapark včetně bazénku pro nejmenší?",5. - 6. 10. 2018,11108,0.215,NE,"1240 (51,93%)","884 (37,02%)",NE           (2777),hlasování neplatné,NE,True,False,False,False,2777,2018,True,Poděbrady,Nymburk,Střední čechy,"Poděbrady, Nymburk, Střední čechy, Česká republika",True
282.0,"Poděbrady (Nymburk, STK)","Souhlasíte s tím, aby Zastupitelstvo města Poděbrady v rámci samostatné působnosti podniklo veškeré kroky k tomu, aby soušástí areálu krytého plaveckého bazénu byla také relaxační část obsahující parní sauny, sauny, vířivky, perličky, trysky, chrliče a klidovou zónu?",5. - 6. 10. 2018,11108,0.215,NE,"1282 (53,69%)","890 (37,27%)",NE           (2777),hlasování neplatné,NE,True,False,False,False,2777,2018,True,Poděbrady,Nymburk,Střední čechy,"Poděbrady, Nymburk, Střední čechy, Česká republika",True
283.0,"Čejov              (Pelhřimov, VYS)","Místní referendum se týkalo otázky, zda si občané přejí pokračovat v rekonstrukci MŠ a ZŠ obce Čejov (přesné znění referendové otázky nebylo oznámeno).",2019-01-05 00:00:00,451,0.588,ANO,"133     (50,18%)","121    (45,66%)",ANO        (113),,ANO,True,True,True,True,113,2019,True,Čejov,Pelhřimov,Kraj Vysočina,"Čejov, Pelhřimov, Kraj Vysočina, Česká republika",True
284.0,"Bačice                    (Třebíč, VYS)",Souhlasíte se změnou územního plánu pro ZD Hrotovice na záměr vybudovat novou výkrmnu prasat s bioplynovou stanicí?,2019-03-02 00:00:00,159,0.6918,ANO,"38     (34,54%)","72      (65,45%)",ANO              (40),,ANO,True,True,True,True,40,2019,True,Bačice,Třebíč,Kraj Vysočina,"Bačice, Třebíč, Kraj Vysočina, Česká republika",True
285.0,"městský obvod Plzeň 7 - Radčice       (Plzeň, PLK)",Souhlasíte s vybudováním sjezdu do Radčic z budoucího západního okruhu města Plzně?,2019-03-09 00:00:00,844,0.4609,ANO,"170       (43,70%)","214      (55,01%)",ANO      (211),,ANO,True,True,True,True,211,2019,True,městský obvod Plzeň 7 - Radčice,Plzeň,Plzeňský kraj,"městský obvod Plzeň 7 - Radčice, Plzeň, Plzeňský kraj, Česká republika",True
,"Lešná                   (Vsetín, ZLK)","1. Souhlasíte s tím, aby zastupitelstvo obce Lešná schválilo připravovaný územní plán obce Lešná v podobě, která podmiňuje využití návrhových ploch výroby a skladování v průmyslové zóně nacházející se v obci Lešná v katastrálních územích Příluky a Lhotka nad Bečvou zpracováním územní studie? ",2019-03-22 00:00:00,1646,0.5085,ANO,"782        (93,43%)","45        (5,38%)",ANO          (412),,ANO,True,True,True,True,412,2019,True,Lešná,Vsetín,Zlínský kraj,"Lešná, Vsetín, Zlínský kraj, Česká republika",True
285.0,"Lešná                   (Vsetín, ZLK)","2. Souhlasíte s tím, aby zastupitelstvo obce Lešná schválilo připravovaný územní plán v podobě, která v návrhových plochách výroby a skladování v průmyslové zóně nacházející se v obci Lešná v katastrálních územích Příluky a Lhotka nad Bečvou neumožní výstavbu provozů těžkého průmyslu, jako jsou hutnictví, strojírenství, chemický průmysl a petrochemie včetně povrchových úprav, lisování a drcení materiálů a neumožní skládkování nebezpečných odpadů?",2019-03-22 00:00:00,1646,0.5085,ANO,"669        (79,93%)","40     (4,78%)",ANO          (412),hlasování neplatné,NE,True,True,True,False,412,2019,True,Lešná,Vsetín,Zlínský kraj,"Lešná, Vsetín, Zlínský kraj, Česká republika",True
287.0,"Měchenice        (Praha-západ, STK)","Souhlasíte s výstavbou supermarketu společnosti Lidl v obci Měchenice na pozemcích mezi stavebninami Měchenice, ulicí Spojovací a Hlavní?",24. - 25. 5. 2019,650,0.6138,ANO,"245      (61,40%)","137      (34,33%)",ANO      (163),,ANO,True,True,True,True,163,2019,True,Měchenice,Praha-západ,Střední čechy,"Měchenice, Praha-západ, Střední čechy, Česká republika",True
288.0,"Lovčice        (Hodonín, JMK)",Jste pro rekonstrukci silnice III/4301 průtahu obcí - výměnu stávajících živičných kostek a konstrukčních vrstev vozovky za nový asfaltový povrch vč. obrub?,24. - 25. 5. 2019,660,0.6181,ANO,"253      (62,01%)","149        (36,52%)",ANO       (165),,ANO,True,True,True,True,165,2019,True,Lovčice,Hodonín,Jihomoravský kraj,"Lovčice, Hodonín, Jihomoravský kraj, Česká republika",True
290.0,"Chvalíkovice (Opava, MSK)",Souhlasíte s výstavbou obecní centrální čističky odpoadních vod a s vybudováním související oddělené kanalizace v obci Chvalíkovice?,2019-10-05 00:00:00,548,0.5693,ANO,"229    (73,39%)","67    (21,47%)",ANO           (137),,ANO,True,True,True,True,137,2019,True,Chvalíkovice,Opava,Moravskoslezský kraj,"Chvalíkovice, Opava, Moravskoslezský kraj, Česká republika",True
291.0,"Bělá                     (Opava, MSK)",Má obecní zastupitelstvo dát souhlas v územním a stavebním řízení k umístění a provedení stavby kravína v lokalitě VA 205 v k. ú. Bělá u Staré Paky?,2019-10-05 00:00:00,220,0.7636,ANO,84         (50%),84      (50%),NE                   (55),,ANO,True,True,False,True,55,2019,True,Bělá,Opava,Moravskoslezský kraj,"Bělá, Opava, Moravskoslezský kraj, Česká republika",True
292.0,"Potůčky               (Karlovy Vary, KVK)","Souhlasíte s přestavbou stávajícího objektu areálu bazén Potůčky čp. 160 na pozemku st.p.č. 400 v k.ú. Potůčky na společenské a sportovní centrum pro děti a veřejnost (s využitím zejména jako tělocvična a šatny pro děti ZŠ a MŠ Potůčky, krizové centrum, společenské a sportovní prostory) namísto znovuotevření areálu bazénu v této stavbě, který byl uzavřen ke dni 31.12.2015 a o jehož znovuotevření rozhodlo místní referendum dne 8.8.2017?",2019-10-04 00:00:00,252,0.6032,ANO,"104       (68,42%)","42       (27,63%)",ANO              (63),,ANO,True,True,True,True,63,2019,True,Potůčky,Karlovy Vary,Karlovarský kraj,"Potůčky, Karlovy Vary, Karlovarský kraj, Česká republika",True
293.0,"Potštejn        (Rychnov nad Kněžnou, HKK)","Jsem pro výstavbu multifunkčního objektu s hasičskou zbrojnicí dle schválené projektové dokumentace a vydaného stavebního povolení na akci ""Výstavba hasičské zbrojnice a obecního sálu v Potštejně"".",2019-11-01 00:00:00,792,0.6465,ANO,"235 (45,90%)","271 (52,93%)",ANO               (257),,ANO,True,True,True,True,257,2019,True,Potštejn,Rychnov nad Kněžnou,Královéhradecký kraj,"Potštejn, Rychnov nad Kněžnou, Královéhradecký kraj, Česká republika",True
294.0,"Litoměřice (Litoměřice, ÚSK)","Chcete, aby orgány města Litoměřice bezodkladně zastavily jakoukoliv formu převodu vlastnictví či provozování nemocnice v Litoměřicích na jakýkoliv subjekt, který není ve výhradním vlastnictví státu, kraje či obce a zachovaly nemovitosti nemocnice i provozní majetek společnosti Nemocnice Litoměřice, a.s., ve výhradním vlastnictví státu, kraje či obce?",2019-11-08 00:00:00,18977,0.5326,ANO,"9691 (95,87%)","203         (2,01%)",ANO         (5055),,ANO,True,True,True,True,5055,2019,True,Litoměřice,Litoměřice,Ústecký kraj,"Litoměřice, Litoměřice, Ústecký kraj, Česká republika",True
295.0,"Jammé          (Jihlava, VYS)",Souhlasíte s výstavbou větrných elektráren v katastrálním území obce Jamné u Jihlavy?,2019-11-30 00:00:00,432,0.5833,ANO,"61 (24,21%)","187 (74,21%)",ANO           (127),,ANO,True,True,True,True,127,2019,True,Jammé,Jihlava,Kraj Vysočina,"Jammé, Jihlava, Kraj Vysočina, Česká republika",True
296.0,"Brniště                          (Česká Lípa, LBK)","1. Souhlasíte, aby obec Brniště jakkoli souhlasila nebo podporovala povolení a provádění těžby v dobývacím prostoru Luhov? ",2020-06-19 00:00:00,1061,0.4958,ANO,"305    (57,98 %)","204    (38,78 %)",ANO       (266),,ANO,True,True,True,True,266,2020,True,Brniště,Česká Lípa,Liberecký kraj,"Brniště, Česká Lípa, Liberecký kraj, Česká republika",True
