nr,lokalita,otazka,datum,opravnene_osoby,ucast,platnost_referenda,pro,proti,zavaznost,platnost_hlasovani,platnost_fin,platnost_T,referendum_validity,referendum_binding,voting_valid,binding_minimum_count,rok_fin,rok_T,obec_fin,okres_fin,kraj_fin,geo_city,lok_T
234.0,"Břeclav              (Břeclav, JMK)","Požadujete, aby orgány města Břeclav do doby kompletního zprovoznění obchvatu Břeclavi činily veškeré kroky v samostatné působnosti k tomu, aby zabránily výstavbě dalších velkoprodejen a nákupních center v blízkosti tř. 1 máje a ulice Národních hrdinů (zvláště v areálu bývalého podniku TRANZA, na tzv. zámeckých loukách a v areálu bývalého cukrovaru?",7. - 8. 10. 2016,20461,0.2579,NE,"4151    (78,66%)      ","1057      (20,03%)",NE (5116),,NE,True,False,False,True,5116,2016,True,Břeclav,Břeclav,Jihomoravský kraj,"Břeclav, Břeclav, Jihomoravský kraj, Česká republika",True
235.0,"Podolí                (Uherské Hradiště, ZLK)","1. Souhlasíte s tím, aby obec Podolí podnikla veškeré kroky v samostatné působnosti, aby pozemek p. č. 4328/2 v k. ú. Podolí nad Olšavou či jeho části zůstaly v majetku obce?",7. - 8. 10. 2016,675,0.573,ANO,"371       (95,87%)","14    (3,62%)",ANO         (169),,ANO,True,True,True,True,169,2016,True,Podolí,Uherské Hradiště,Zlínský kraj,"Podolí, Uherské Hradiště, Zlínský kraj, Česká republika",True
235.0,"Podolí                (Uherské Hradiště, ZLK)","2. Souhlasíte s tím, aby obec Podolí podnikla veškeré kroky v samostatné působnosti, aby zachovala současné využití pozemku p. č. 4328/2 v k. ú. Podolí nad Olšavou či jeho částí, tedy jako trvalý travní porost?",7. - 8. 10. 2016,675,0.573,ANO,"370    (95,61%)","14        (3,62%)",ANO         (169),,ANO,True,True,True,True,169,2016,True,Podolí,Uherské Hradiště,Zlínský kraj,"Podolí, Uherské Hradiště, Zlínský kraj, Česká republika",True
235.0,"Podolí                (Uherské Hradiště, ZLK)","3. Souhlasíte s tím, aby obec Podolí podnikla veškeré kroky v samostatné působnosti, aby nevyjímala z nadregionálního biocentra Hluboček žádné pozemky ve vlastnictví obce Podolí ani jejich části a aby podnikla veškeré kroky v samostatné působnosti, aby pozemky ve vlastnictví obce Podolí, které jsou součástí nadregionálního biocentra Hluboček, zůstaly v majetku obce?",7. - 8. 10. 2016,675,0.573,ANO,"373       (96,38%)","11       (2,84%)",ANO         (169),,ANO,True,True,True,True,169,2016,True,Podolí,Uherské Hradiště,Zlínský kraj,"Podolí, Uherské Hradiště, Zlínský kraj, Česká republika",True
235.0,"Podolí                (Uherské Hradiště, ZLK)","4. Souhlasíte s tím, aby obec Podolí podnikla veškeré kroky v samostatné působnosti, aby pozemky ve vlastnictví obce Podolí, kterými vedou inženýrské sítě a domovní přípojky k inženýrským sítím, zůstaly v majetku obce?",7. - 8. 10. 2016,675,0.573,ANO,"364        (94,06%)","19     (4,91%)",ANO         (169),,ANO,True,True,True,True,169,2016,True,Podolí,Uherské Hradiště,Zlínský kraj,"Podolí, Uherské Hradiště, Zlínský kraj, Česká republika",True
236.0,"Kyškovice       (Litoměřice, ÚSK)",Souhlasíte s těžbou výhradního ložiska štěrkopísku v katastru obce Kyškovice?,7. - 8. 10. 2016,237,0.759,ANO,0,"178       (98,89%)",ANO         (60),,ANO,True,True,True,True,60,2016,True,Kyškovice,Litoměřice,Ústecký kraj,"Kyškovice, Litoměřice, Ústecký kraj, Česká republika",True
237.0,"Losiná                     (Plzeň-město, PLK)","Souhlasím s tím, aby obec Losiná pokračovala všemi zákonnými prostředky v tom, aby obchodní společnosti P&P Březina servis s.r.o., IČO 26351919, se sídlem č.p. 303, 332 04 Losiná, nebo jejím právním nástupcům, zabránila ve výstavbě betonárny v obci Losiná?",7. - 8. 10. 2016,1039,0.5419,ANO,"343     (60,92%)","206       (36,59%)",ANO           (260),,ANO,True,True,True,True,260,2016,True,Losiná,Plzeň-město,Plzeňský kraj,"Losiná, Plzeň-město, Plzeňský kraj, Česká republika",True
238.0,"Protivanov   (Prostějov, OLK)","Souhlasíte s tím, aby zastupitelstvo městyse Protivanov podporovalo rozšíření stávajícího větrného parku nacházejícího se v katastrálním území Protivanov o dalších maximálně 5 větrných elektráren?",7. - 8. 10. 2016,810,0.489,ANO,"225     (56,82%)","155     (39,14%)",ANO          (203),,ANO,True,True,True,True,203,2016,True,Protivanov,Prostějov,Olomoucký kraj,"Protivanov, Prostějov, Olomoucký kraj, Česká republika",True
239.0,"Vědomice    (Litoměřice, ÚSK)",Souhlasíte s těžbou výhradního ložiska štěrkopísku v katastru obce Vědomice?,7. - 8. 10. 2016,687,0.716,ANO,"6      (1,22%)","485     (98,58%)",ANO      (172),,ANO,True,True,True,True,172,2016,True,Vědomice,Litoměřice,Ústecký kraj,"Vědomice, Litoměřice, Ústecký kraj, Česká republika",True
240.0,"Starý Plzenec      (Plzeň - město, PLK)","Souhlasíte s tím, aby zastupitelstvo a rada města Starého Plzence bezodkladně podnikly veškeré kroky v samostatné působnosti k zabránění výstavby obchodního zařízení o prodejní ploše větší než 200 m2 v blízkosti Základní školy Starý Plzenec v prostoru vymezeném ulicemi Nádražní - Radyňská - Nerudova - Jiráskova v katastrálním území Starý Plzenec?",7. - 8. 10. 2016,4066,0.526,ANO,"1184    (55,33%)","929    (43,41%)",ANO      (1017),,ANO,True,True,True,True,1017,2016,True,Starý Plzenec,Plzeň - město,Plzeňský kraj,"Starý Plzenec, Plzeň - město, Plzeňský kraj, Česká republika",True
241.0,"Trnová                    (Plzeň-sever, PLK)",Má obec odstranit budovu čp. 290 v obci Trnová?,7. - 8. 10. 2016,721,0.42996,ANO,"205      (66,56%)","81      (26,3%)",ANO             (181),,ANO,True,True,True,True,181,2016,True,Trnová,Plzeň-sever,Plzeňský kraj,"Trnová, Plzeň-sever, Plzeňský kraj, Česká republika",True
242.0,"Chroustov        (Nymburk, STK)","Chci, aby obec Chroustov převzala do svého vlastnictví kostel Nanebevzetí Panny Marie v Chroustově s přilehlým pozemkem hřbitova od Římskokatolické farnosti Městec Králové za cenu maximálně 50 000,- Kč?",7. - 8. 10. 2016,172,0.5,ANO,"47     (54,65%)","39     (45,35%)",ANO         (43),,ANO,True,True,True,True,43,2016,True,Chroustov,Nymburk,Střední čechy,"Chroustov, Nymburk, Střední čechy, Česká republika",True
243.0,Městská část Praha - Dolní Chabry       (Praha),"1) Chcete, aby Městská část Praha - Dolní Chabry podnikla veškeré kroky, aby k výstavbě dalších domů projektu ""Nové Chabry"" došlo až po dostatečném navýšení kapacit mateřských škol a základních škol?",26. 11. 2016   9:00 - 18:00,2974,0.429,ANO,"1117             (87,61%)","72       (5,65%)",ANO        (744),,ANO,True,True,True,True,744,2016,True,Městská část Praha - Dolní Chabry,Praha,Hlavní město Praha,"Městská část Praha - Dolní Chabry, Praha, Hlavní město Praha, Česká republika",True
243.0,Městská část Praha - Dolní Chabry       (Praha),"2) Chcete, aby Městská část Praha - Dolní Chabry podnikla veškeré kroky proti navýšení rozsahu výstavby projektu ""Nové Chabry"" a území směrem ke škole oproti platnému územnímu plánu?",26. 11. 2016   9:00 - 18:00,2974,0.429,ANO,"1176        (92,24%)","49      (3,84%)",ANO        (744),,ANO,True,True,True,True,744,2016,True,Městská část Praha - Dolní Chabry,Praha,Hlavní město Praha,"Městská část Praha - Dolní Chabry, Praha, Hlavní město Praha, Česká republika",True
243.0,Městská část Praha - Dolní Chabry       (Praha),"Chcete, aby Městská část Praha - Dolní Chabry podnikla veškeré kroky proti další výstavbě domů v projektu ""Nové Chabry"" a to do doby, než bude vyřešeno odpovídající dopravní napojení této oblasti, včetně pohybu chodců na zastávku MHD v ulici Ústecká?",26. 11. 2016   9:00 - 18:00,2974,0.429,ANO,"1133      (88,86%)","57     (4,47%)",ANO        (744),,ANO,True,True,True,True,744,2016,True,Městská část Praha - Dolní Chabry,Praha,Hlavní město Praha,"Městská část Praha - Dolní Chabry, Praha, Hlavní město Praha, Česká republika",True
244.0,"Králíky                  (Ústí nad Orlicí, PAK)","Souhlasíte s tím, aby v areálu bývalého Dětského výchovného ústavu v Králíkách zřídilo Ministerstvo spravedlnosti ČR ženskou věznici s dohledem?",25. 11. 2016    10:00 - 22:00,3513,0.4472,ANO,"219             (13,94%)","1348     (85,81%)",ANO            (879),,ANO,True,True,True,True,879,2016,True,Králíky,Ústí nad Orlicí,Pardubický kraj,"Králíky, Ústí nad Orlicí, Pardubický kraj, Česká republika",True
245.0,"Dětkovice    (Prostějov, OLK)",Souhlasíte s vybudováním tlakové kanalizace s napojením na čistírnu odpadních vod (ČOV) svazku obcí ČOV Výšovice?,7. 10. a 8. 10. 2016,440,0.618,ANO,"80       (29,42%)","179      (65,81%)",ANO      (110),,ANO,True,True,True,True,110,2016,True,Dětkovice,Prostějov,Olomoucký kraj,"Dětkovice, Prostějov, Olomoucký kraj, Česká republika",True
246.0,"Hruška        (Prostějov, OLK)",2. Jste pro vybudování víceúčelového sportovního hřiště v katastru obce Hruška?,28. 1. 2017       9:00 - 17:00,neoznámeno,0.618,ANO,,,ANO      (110),,ANO,True,True,True,True,110,2017,True,Hruška,Prostějov,Olomoucký kraj,"Hruška, Prostějov, Olomoucký kraj, Česká republika",True
248.0,"Věteřov        (Hodonín, JMK)","Souhlasíte s tím, aby obec Věteřov uzavřela podle ust. § 26a zákona č. 128/2000 Sb., o obcích dohodu o změně hranic obcí s obcí Strážovice, jejimž předmětem bude směna pozemků,                                                                    - parc. č. st. 221, o výměře 517 m2, jehož součástí je stavební objekt č.p. 164                                                         - parc. č. st. 219/2, o výměře 224 m2, jehož součástí je stavební objekt, budova bez č.p. nebo č. ev.                     - parc. č. st. 219/1, o výměře 928 m2, jeho součástí je stavební objekt č.p. 165                                                         - parc. č. st. 444, o výměře 229 m2, jeho součástí je stavební objekt č.p. 1200                                                       - parc. č. 339, o výměře 137 m2, jeho součástí je stavební objekt č.p. 1123,                                                     v katastrálním území Věteřov, za jakékoli pozemky, náležející do katastrálního území obce Strážovice, kdy v důsledku této směny dojde k převodu části sídel, které jsou součástí pozemků v katastrálním území obce Věteřov a osob, které v nich mají trvalý pobyt, pod výkon samosprávy obce Strážovice?",26.5.2017     7:00 - 22:00        ,422,0.547,ANO,"3        (1,29%)","221              (95,6%)",ANO        (106),,ANO,True,True,True,True,106,2017,True,Věteřov,Hodonín,Jihomoravský kraj,"Věteřov, Hodonín, Jihomoravský kraj, Česká republika",True
249.0,"Mimoň              (Česká Lípa, LBK)",Souhlasíte se stavbou přeložky silnice II/270 vnitřním průtahem v obci Mimoň?,20. - 21. 10. 2017,5375,0.3695,ANO,"242     (12,19%)","1677      (84,44%)",ANO      (1344)   ,,ANO,True,True,False,True,1344,2017,True,Mimoň,Česká Lípa,Liberecký kraj,"Mimoň, Česká Lípa, Liberecký kraj, Česká republika",True
250.0,"Zubří                   (Vsetín, ZLK)","Jste pro, aby město Zubří realizovalo projekt Multifunkční areál Zubří - vnitřní bazén pro školy a veřejnost s provozem wellness a provoz bufetu s dětským koutkem a kuželnou, venkovní nerezové bazény se zázemím a výstavbou Lékařského domu a Komunitního domu pro seniory, dle příslušných pravomocných stavebních povolení?",17.6.2017       08:00 - 16:00,4491,0.29948,NE,"617             (45,87%)","710         (52,79%)",NE         (1123),,NE,True,False,False,True,1123,2017,True,Zubří,Vsetín,Zlínský kraj,"Zubří, Vsetín, Zlínský kraj, Česká republika",True
251.0,"Dolní Tošanovice         (Frýdek - Místek, MSK)","Souhlasíte s tím, aby v prostorách objektu Dolní Tošanovice čp. 114 čerpací stanice pohonných hmot, vzniklo a bylo provozováno kasino?",12.6.2017      11:00 - 20:00,neoznámeno,0.3409,NE,neoznámeno,,NE,,NE,True,False,False,True,0,2017,True,Dolní Tošanovice,Frýdek - Místek,Moravskoslezský kraj,"Dolní Tošanovice, Frýdek - Místek, Moravskoslezský kraj, Česká republika",True
252.0,"Modlíkov           (Havlíčkův Brod, VYS)",Souhlasíte s vybudováním splaškové kanalizace a čistírny odpadních vod?,2. 9. 2017      10:00 - 18:00,142,0.8028,ANO,"76       (66,67%)","37      (32,46%)",ANO             (36),,ANO,True,True,True,True,36,2017,True,Modlíkov,Havlíčkův Brod,Kraj Vysočina,"Modlíkov, Havlíčkův Brod, Kraj Vysočina, Česká republika",True
253.0,"Třeboň       (jindřichův Hradec, JHČ)","Souhlasíte s tím, aby město Třeboň v probíhajícím volebním období zastupitlestva města (2014 - 2018) zahájilo stavbu ""Zimní stadion Třeboň"", dle městem zveřejněného projektu, a to v lokalitě sportovního areálu Hliník v Třeboni?",16. 9. 2017      08:00 - 16:00,6904,0.285,NE,"199           (10,12%)","1739      (88,41%)",NE        (1726),,NE,True,False,False,True,1726,2017,True,Třeboň,jindřichův Hradec,Jihočeský kraj,"Třeboň, jindřichův Hradec, Jihočeský kraj, Česká republika",True
255.0,"Potůčky           (Karlovy Vary, KVK)","Jste pro znovuotevření areálu bazénu Potůčky, v obci Potůčky, který do 31.12 2015 provozovala obec Potůčky?",8. 8. 2017    9:00 - 21:00,253,0.502,ANO,"94      (74,02%)","31             (24,41%)",ANO           (64),,ANO,True,True,True,True,64,2017,True,Potůčky,Karlovy Vary,Karlovarský kraj,"Potůčky, Karlovy Vary, Karlovarský kraj, Česká republika",True
256.0,"Chropyně         (Kroměříž, ZLK)","Souhlasíte s tím, aby město Chropyně ve své samostatné působnosti změnou územního plánu zamezilo těžbě šterkopísku v lokalitě Hejtman?",20. - 21. 10. 2017,4072,0.50049,ANO,"1648         (80,86%)","305     (14,97%)",ANO        (1018),,ANO,True,True,True,True,1018,2017,True,Chropyně,Kroměříž,Zlínský kraj,"Chropyně, Kroměříž, Zlínský kraj, Česká republika",True
258.0,"Zubří                   (Vsetín, ZLK)",Jste pro krytý bazén ve městě Zubří?,20. - 21. 10. 2017,4491,0.572,ANO,"1240      (48,29%)","1239      (48,25%)",ANO       (1123),hlasování neplatné,NE,True,True,True,False,1123,2017,True,Zubří,Vsetín,Zlínský kraj,"Zubří, Vsetín, Zlínský kraj, Česká republika",True
259.0,"Vědomice    (Litoměřice, ÚSK)","Jste proti vedení trasy obchvatu obce Vědomice - přeložky silnice II/240 v navrženém dopravním koridoru na území katastru obce Vědomice a požadujete, aby orgány obce Vědomice v souladu se zákonnými postupy prosazovaly v obecních, krajských i celostátních dokumentech územního plánování přesun trasy obchvatu Vědomice - přeložky silnice II/240 mimo katastr obce Vědomice?",20. - 21. 10. 2017,703,0.633,ANO,"383    (86,07%)","52    (11,69%)    ",ANO       (176)      ,,ANO,True,True,False,True,176,2017,True,Vědomice,Litoměřice,Ústecký kraj,"Vědomice, Litoměřice, Ústecký kraj, Česká republika",True
260.0,"Velké Přílepy           (Praha - západ, STČ)",1. Souhlasíte s výstavbou přeložky silnice II/240 (propojení dálnic D7 –D8) přes katastry obce Velké Přílepy a se zanesením koridoru pro tuto přeložku do územního plánu obce?,20. - 21. 10. 2017,2097,0.4616,ANO,"252            (26,03%)","690    (71,28%)",ANO      (525),,ANO,True,True,True,True,525,2017,True,Velké Přílepy,Praha - západ,Střední čechy,"Velké Přílepy, Praha - západ, Střední čechy, Česká republika",True
260.0,"Velké Přílepy           (Praha - západ, STČ)","2. Souhlasíte s výstavbou sjezdu z přeložky silnice II/240 (propojení dálnic D7 –
D8), který přivede dopravu do Kladenské ulice a dále do centra obce Velké
Přílepy?",20. - 21. 10. 2017,2097,0.4616,ANO,"163       (16,84%)","771        (79,65%)",ANO      (525),hlasování neplatné,NE,True,True,True,False,525,2017,True,Velké Přílepy,Praha - západ,Střední čechy,"Velké Přílepy, Praha - západ, Střední čechy, Česká republika",True
261.0,"Velké Meziříčí       (Žďár nad Sázavou, VYS)       ","Souhlasíte s tím, aby město Velké Meziříčí udělalo veškeré možné kroky k zahájení projektové přípravy obnovy Náměstí a přilehlých ulic ve Velkém Meziříčí dle vítězného návrhu jednokolové projektové architektonicko-urbanistické soutěže vyhlášené dne 7.4.2016 městem Velké Meziříčí?",20. - 21. 10. 2017,9373,0.373,ANO,"2249     (64,4%)","1128     (32,3%)",NE            (2344),,ANO,True,True,False,True,2344,2017,True,Velké Meziříčí,Žďár nad Sázavou,Kraj Vysočina,"Velké Meziříčí, Žďár nad Sázavou, Kraj Vysočina, Česká republika",True
262.0,"Dobřejovice          (Praha - východ, STČ)","Souhlasíte s tím, aby obec Dobřejovice bezodkladně podnikla veškeré kroky v samostatné působnosti, aby nemohlo dojít k výstavbě betonárny v katastrálním území obce Dobřejovice?",20. - 21. 10. 2017,698,0.692,ANO,"372      (77,02%)","95         (19,67%)",ANO       (175),,ANO,True,True,True,True,175,2017,True,Dobřejovice,Praha - východ,Střední čechy,"Dobřejovice, Praha - východ, Střední čechy, Česká republika",True
263.0,"Jablonec nad Nisou      (Jablonec nad Nisou, LBK) ","Souhlasíte s tím, aby město Jablonec nad Nisou, z důvodu ochrany veřejného pořádku a zvýšení bezpečnosti ve městě, učinilo veškeré možné kroky ve své samostatné působnosti k bezodkladnému zamezení provozu výherních hracích přístrojů, interaktivních videoloterních terminálů, centrálních a lokálních loterních systémů a dalších loterií uvedených v § 2 písm. e), g), j), l), m) bod 2 a n) a § 50 odst. 3 zákona 202/1990 Sb., o loteriích a jiných podobných hrách, a totalizátorových her a technických her uvedených v § 3 odst. 2 písm. c) a e) zákona č. 186/2016 Sb., o hazardních hrách?",12. - 13. 1. 2018,36045,0.3937,ANO,"12482       (87,95%)","1487       (10,48%)",ANO       (9012),,ANO,True,True,True,True,9012,2018,True,Jablonec nad Nisou,Jablonec nad Nisou,Liberecký kraj,"Jablonec nad Nisou, Jablonec nad Nisou, Liberecký kraj, Česká republika",True
264.0,"Lhota Rapotina        (Blansko, JMK)","1) Jste PROTI těžbě kamenolomu Lhota Rapotina a záměru provozující společnosti přesunout technologické linky do prostoru ""odpočívadla"" silnice II/374 (parcely č. 411/2, 411/4, 411/5, 411/6, 411/7, 411/8, 411/9, 411/10, 411/12, příp.dalších), čímž dojde k nevratnému ovlivnění života v obci i místní krajiny a souhlasíte s tím, aby obec Lhota Rapotina podnikla veškeré kroky v samostatné působnosti, aby tomuto zabránila?",12. - 13. 10. 2018,334,0.7904,ANO,"244    (92,42%)","17     (6,44%)",ANO (84),,ANO,True,True,True,True,84,2018,True,Lhota Rapotina,Blansko,Jihomoravský kraj,"Lhota Rapotina, Blansko, Jihomoravský kraj, Česká republika",True
264.0,"Lhota Rapotina        (Blansko, JMK)","2) Jste PROTI realizaci záměru výstavby tzv. ""Boskovické spojky"" v katastrálním území obce Lhota Rapotina, čímž dojde k zásadním a nevratným změnám i ovlivnění života v obci, místní krajiny a souhlasíte s tím, aby obec Lhota Rapotina podnikla veškeré kroky v samostatné působnosti, aby tomuto zabránila?",12. - 13. 10. 2018,334,0.7904,ANO,"212      (80,3%)","48      (18,18%)",ANO (84),hlasování neplatné,NE,True,True,True,False,84,2018,True,Lhota Rapotina,Blansko,Jihomoravský kraj,"Lhota Rapotina, Blansko, Jihomoravský kraj, Česká republika",True
265.0,"městská část Suché Lazce               (Opava, MSK)","Souhlasíte s tím, aby městská část Suché Lazce podnikla veškeré právní kroky k tomu, aby nedošlo k realizaci jižního obchvatu Komárova u Opavy vedoucího přes katastrální území Suché Lazce?",12. - 13. 1. 2018,neoznáme- no,0.7416,ANO,"neozná- meno (95,67%)","neozná- meno   (4,33%)",neoznáme- no,,ANO,True,True,False,True,0,2018,True,městská část Suché Lazce,Opava,Moravskoslezský kraj,"městská část Suché Lazce, Opava, Moravskoslezský kraj, Česká republika",True
266.0,"Všenory                 (Praha - západ, STK)","1.  Souhlasíte s tím, aby způsob využití části lokality Plzeňka, označené dle stávajícího územního plánu z roku 1997 včetně změny č. 1 z roku 2001 a změny č. 2 z roku 2008 jako ""2Z1"" (také ""2Z1a"" a ""2Z1b""), byl obcí Všenory zachován ve stávajícím stavu, tedy určený pro sportovně rekreační využití?",12. - 13. 1. 2018,1325,0.672,ANO,"747        (83,84%)","131      (14,7%)",ANO      (332),,ANO,True,True,True,True,332,2018,True,Všenory,Praha - západ,Střední čechy,"Všenory, Praha - západ, Střední čechy, Česká republika",True
266.0,"Všenory                 (Praha - západ, STK)","2. Souhlasíte s tím, aby obec Všenory učinila veškeré kroky v samostatné působnosti k tomu, aby v části lokality Plzeňka, označené dle stávajícího územního plánu z roku 1997 včetně změny č. 1 z roku 2001 a změny č. 2 z roku 2008 jako ""2Z2"" a ""2Z8"" (individuální nízkopodlažní obytná zástavba), nemohlo dojít k výstavbě jiných staveb pro bydlení než rodinných domů (nejvýše tři samostatné byty, nejvýše dvě nadzemní a jedno podzemní podlaží a podkroví)?",12. - 13. 1. 2018,1325,0.672,ANO,"706      (79,24%)","171      (19,19%)",ANO      (332),hlasování neplatné,NE,True,True,True,False,332,2018,True,Všenory,Praha - západ,Střední čechy,"Všenory, Praha - západ, Střední čechy, Česká republika",True
266.0,"Všenory                 (Praha - západ, STK)","3. Souhlasíte s tím, aby obec Všenory učinila veškeré kroky v samostatné působnosti k tomu, aby v současném areálu ""Krijcos"", tedy v ploše sestávající se z pozemků p.č. 402, 403, 404/1, 404/2, 406/1, 406/2 a 406/3 k. ú. Všenory, nemohlo dojít k výstavbě jiných staveb pro bydlení než rodinných domů (nejvýše tři samostatné byty, nejvýše dvě nadzemní a jedno podzemní podlaží a podkroví)?",12. - 13. 1. 2018,1325,0.672,ANO,"698      (78,34%)","179      (20,1%)",ANO      (332),hlasování neplatné,NE,True,True,True,False,332,2018,True,Všenory,Praha - západ,Střední čechy,"Všenory, Praha - západ, Střední čechy, Česká republika",True
266.0,"Všenory                 (Praha - západ, STK)","4. Souhlasíte s tím, aby obec Všenory učinila neprodleně veškeré kroky v samostatné působnosti k tomu, aby v lokalitách označených ve stávajícím územním plánu z roku 1997 včetně změny č. 1 z roku 2001 a změny z roku 2008 jako 2Z1a, 2Z1b, 2Z2, 2Z8 a na pozemcích p.č. 402, 403, 404/1, 404/2, 406/1, 406/2 a 406/3 k. ú. Všenory, byly splněny níže uvedené podmínky?                                                                               - Maximální výška staveb v hřebeni: 12m (měřeno od nejnižšího místa stavby pro stavby ve svahu)                     - Sedlová nebo(polo)valbová střecha s minimálním sklonem 30°                                                                            - Maximální počet nadzemních podlaží: dvě nadzemní podlaží                                                                                     - Koeficient zastavitelné plochy: 0,3                                    - Koeficient zeleně: 0,55                                                       - Koeficient podlažních ploch: 0,6",12. - 13. 1. 2018,1325,0.672,ANO,695     (78%),"176        (19,75%)",ANO      (332),hlasování neplatné,NE,True,True,True,False,332,2018,True,Všenory,Praha - západ,Střední čechy,"Všenory, Praha - západ, Střední čechy, Česká republika",True
267.0,"Karlovy Vary (Karlovy Vary, KVK)",Jste pro obnovu historické Vřídelní kolonády architektů F. Fellnera a H. Helmera a pro ukončení oprav havarijního stavu současné Vřídelní kolonády z roku 1975?,12. - 13. 1. 2018,37761,0.3422,NE,"9564       (74,01%)","3098     (23,97%)",NE        (9441),,NE,True,False,False,True,9441,2018,True,Karlovy Vary,Karlovy Vary,Karlovarský kraj,"Karlovy Vary, Karlovy Vary, Karlovarský kraj, Česká republika",True
268.0,"Zubří                   (Vsetín, ZLK)",Jste pro krytý bazén ve městě Zubří?,12. - 13. 1. 2018,4497,0.6629,ANO,"1029    (34,52%)","1904     (63,87%)",ANO      (1125),,ANO,True,True,True,True,1125,2018,True,Zubří,Vsetín,Zlínský kraj,"Zubří, Vsetín, Zlínský kraj, Česká republika",True
269.0,"Brušperk                 (Frýdek - Místek, MSK)","Souhlasíte s tím, aby město Brušperk využívalo prostory stávající restaurace ND i k jiným účelům, např. pro potřeby společenských organizací nebo města Brušperk?",12. - 13. 1. 2018,3221,0.43899,ANO,"922      (65,21%)","460     (35,53%)",ANO       (806),,ANO,True,True,True,True,806,2018,True,Brušperk,Frýdek - Místek,Moravskoslezský kraj,"Brušperk, Frýdek - Místek, Moravskoslezský kraj, Česká republika",True
270.0,"Česká Lípa       (Česká Lípa, LBK)","1. Souhlasíte s tím, aby Město Česká Lípa provedlo zásadní rekonstrukci a přestavbu budovy Jiráskova divadla?",28. 1. 2018    8:00 - 18:00,29675,0.1545,NE,"2607      (56,87%)","1819      (39,68%)",NE       (7419),,NE,True,False,False,True,7419,2018,True,Česká Lípa,Česká Lípa,Liberecký kraj,"Česká Lípa, Česká Lípa, Liberecký kraj, Česká republika",True
270.0,"Česká Lípa       (Česká Lípa, LBK)","2. Souhlasíte s tím, aby Město Česká Lípa vybudovalo moderní, bezbariérovou knihovnu v prostoru tzv. Tilie na Jeřábkově náměstí?",28. 1. 2018    8:00 - 18:00,29675,0.1545,NE,"2185      (47,67%)","2200 (47,99%)",NE       (7419),hlasování neplatné,NE,True,False,False,False,7419,2018,True,Česká Lípa,Česká Lípa,Liberecký kraj,"Česká Lípa, Česká Lípa, Liberecký kraj, Česká republika",True
270.0,"Česká Lípa       (Česká Lípa, LBK)","3. Souhlasítes tím, aby Město Česká Lípa rozšířilo stávající Sportareál a vybudovalo nerezový venkovní bazén s dohřívanou vodou o ploše 800 m2 v ulici Barvířská?",28. 1. 2018    8:00 - 18:00,29675,0.1545,NE,"741   (16,16%)","3710      (80,93%)",NE       (7419),hlasování neplatné,NE,True,False,False,False,7419,2018,True,Česká Lípa,Česká Lípa,Liberecký kraj,"Česká Lípa, Česká Lípa, Liberecký kraj, Česká republika",True
270.0,"Česká Lípa       (Česká Lípa, LBK)","4. Souhlasíte s tím, aby Město Česká Lípa vykoupilo od stávajícího vlastníka zbytek vyhořelého tzv. Kounicova domu v Berkově ulici a investovalo do jeho obnovy? ",28. 1. 2018    8:00 - 18:00,29675,0.1545,NE,"2769  (60,41%)","1640  (35,78%)",NE       (7419),hlasování neplatné,NE,True,False,False,False,7419,2018,True,Česká Lípa,Česká Lípa,Liberecký kraj,"Česká Lípa, Česká Lípa, Liberecký kraj, Česká republika",True
270.0,"Česká Lípa       (Česká Lípa, LBK)","5. Souhlasíte s tím, aby Město Česká Lípa koupilo bývalou rozhlednu Štěpánka na Špičáku a přilehlé pozemky?",28. 1. 2018    8:00 - 18:00,29675,0.1545,NE,"1214   (26,48%)","3139   (68,48%)",NE       (7419),hlasování neplatné,NE,True,False,False,False,7419,2018,True,Česká Lípa,Česká Lípa,Liberecký kraj,"Česká Lípa, Česká Lípa, Liberecký kraj, Česká republika",True
271.0,"Zdiby                  (Praha - východ, STK)","1. Chcete, aby na území obce Zdiby (plocha Z19 územního plánu obce Zdiby) bylo vybudováno logistické a výrobní centrum GOODMAN ZDIBY LOGISTICS CENTRE?",5. - 6. 10. 2018,2340,0.503,ANO,"21          (1,78%)","1139 (96,77%)",ANO         (585),,ANO,True,True,True,True,585,2018,True,Zdiby,Praha - východ,Střední čechy,"Zdiby, Praha - východ, Střední čechy, Česká republika",True
271.0,"Zdiby                  (Praha - východ, STK)","2. Chcete, aby obec Zdiby a zastupitelstvo obce Zdiby ihned po vyhlášení výsledků referenda podnikly veškeré dostupné kroky, které zabrání na ploše Z19 (územního plánu obce Zdiby) vybudování logistického a výrobního centra GOODMAN ZDIBY LOGISTICS CENTRE nebo komplexů podobné velikosti a charakteru?",5. - 6. 10. 2018,2340,0.503,ANO,"1121 (95,24%)","34           (2,89%)",ANO         (585),hlasování neplatné,NE,True,True,True,False,585,2018,True,Zdiby,Praha - východ,Střední čechy,"Zdiby, Praha - východ, Střední čechy, Česká republika",True
